game,avg_rating,rating_count
Super Motherload,3.6,1
Down To One,3.6,1
The Samaritan Paradox,3.6,1
Tales from Space Mutant Blobs Attack,3.6,1
Zoombinis,3.6,1
Earth 2150 Trilogy,3.6,1
Total War Battles SHOGUN,3.6,2
Eaten Alive,3.6,1
The Polynomial,3.6,1
Zafehouse Diaries,3.6,1
Karos Returns,3.6,1
Clockwork Tales Of Glass and Ink,3.6,3
A.R.E.S.,3.5857142857142854,7
Syberia,3.5799999999999996,5
Blocks That Matter,3.575,8
Tales of Monkey Island Chapter 5 - Rise of the Pirate God,3.5666666666666664,3
Shadows on the Vatican - Act I Greed,3.5599999999999996,5
Sacred 2 Gold,3.5500000000000003,6
Chainsaw Warrior Lords of the Night,3.55,2
The Lost Crown,3.55,2
Sins of a Dark Age,3.5444444444444443,9
Brothers - A Tale of Two Sons,3.54,25
Hyperdimension Neptunia Re;Birth1,3.5375,8
Deus Ex Invisible War,3.5200000000000005,5
Hacker Evolution,3.5200000000000005,5
Lugaru HD ,3.5,2
Breach & Clear,3.5,2
Cosmophony,3.5,1
Cabela's Hunting Expeditions,3.5,1
Jurassic Park The Game,3.5,1
LEGO Pirates of the Caribbean The Video Game,3.5,1
Nancy Drew Secret of the Scarlet Hand ,3.5,1
Cossacks European Wars,3.5,2
Ironclad Tactics,3.5,3
Project AURA,3.5,1
Teddy Floppy Ear - Kayaking,3.5,1
Cognition An Erica Reed Thriller,3.5,1
Sacred Gold,3.5,3
Lethal League,3.5,7
Revolution Ace,3.475,4
The Bard's Tale,3.475,4
Damned,3.4714285714285715,7
Skyborn,3.466666666666667,6
Commander Conquest of the Americas,3.466666666666667,3
Super Killer Hornet Resurrection,3.466666666666667,9
Half-Life Blue Shift,3.45,26
Postal 3,3.45,2
Phoenix Force,3.45,2
Little Inferno,3.44,20
Bleed,3.4333333333333336,3
Five Nights at Freddy's 3,3.425,4
POSTAL,3.425,4
Osmos,3.4222222222222225,9
Yet Another Zombie Defense,3.4000000000000004,9
Alpha Kimori Episode One ,3.4,1
The Novelist,3.4,1
Cabelas Trophy Bucks,3.4,1
Windosill,3.4,1
Dungeon Hearts,3.4,1
Saviors,3.4,1
Time Mysteries Inheritance - Remastered,3.4,1
Cyto,3.4,1
"Warhammer 40,000 Regicide",3.4,1
The Defenders The Second Wave,3.4,1
Deadly Profits,3.4,1
Bedlam,3.4,1
Fast & Furious Showdown,3.4,1
Vertical Drop Heroes HD,3.4,2
Project Explore,3.4,2
Saturday Morning RPG,3.4,1
Better Late Than DEAD,3.4,1
Canyon Capers,3.3899999999999997,10
Retro City Rampage DX,3.375,4
Grimm,3.37,10
Fingered,3.3666666666666667,3
BIT.TRIP RUNNER,3.3600000000000003,20
Velvet Assassin,3.35,2
All Is Dust,3.3499999999999996,2
Euro Truck Simulator,3.3333333333333335,3
Outland,3.3166666666666664,6
Bionic Dues,3.3000000000000003,3
Long Live The Queen,3.3,13
Narco Terror,3.3,1
Super Chibi Knight,3.3,1
Delta Force 2,3.3,1
Retrovirus,3.3,1
The 39 Steps,3.3,1
Gunspell Steam Edition,3.3,1
Unmechanical,3.3,1
Echelon,3.3,1
Crazy Plant Shop,3.3,1
Amazing Adventures The Lost Tomb,3.3,1
Construct 2 Free,3.3,5
Rise of Incarnates,3.2875,8
Betrayer,3.275,4
The Howler,3.266666666666667,3
RISK Factions,3.2600000000000002,5
WRC 5,3.25,2
"Warhammer 40,000 Kill Team",3.25,2
ibb & obb,3.233333333333333,3
CroNix,3.233333333333333,3
Enemy Mind,3.233333333333333,3
X-Blades,3.225,8
Stealth Bastard Deluxe,3.2249999999999996,8
Oddworld Abe's Oddysee,3.2142857142857144,7
Killer is Dead,3.2142857142857144,7
Dungeonland,3.207692307692308,13
Elite Dangerous Horizons,3.2,1
Bus-Simulator 2012,3.2,1
Blue Rose,3.2,1
Westerado Double Barreled,3.2,1
Strong Bad Episode 3 Baddest of the Bands,3.2,1
Sam & Max 302 The Tomb of Sammun-Mak,3.2,1
Zombie Driver HD,3.2,1
Sakura Spirit,3.2,10
Heroes Over Europe,3.2,1
Party of Sin,3.1999999999999997,2
Cubemen,3.1833333333333336,6
EDGE,3.1666666666666665,3
Thief 2,3.1666666666666665,3
Smashball,3.1666666666666665,6
Grimoire Manastorm,3.16,5
Rochard,3.155555555555556,9
Cinders,3.1500000000000004,2
Codename Panzers - Cold War,3.15,2
NEKOPARA Vol. 0,3.15,4
FlatOut,3.15,2
BIT.TRIP BEAT,3.15,6
Rabbit Hole 3D Steam Edition,3.15,2
Sam & Max 104 Abe Lincoln Must Die!,3.125,4
Order of War Challenge,3.1,1
Burstfire,3.1,1
Humanity Asset,3.1,2
Revelations 2012,3.1,1
Battleplan American Civil War,3.1,1
Escape Rosecliff Island,3.1,2
Hegemony Philip of Macedon,3.1,1
Oozi Earth Adventure,3.1,1
Life is Hard,3.1,1
Wallace & Gromit Ep 1 Fright of the Bumblebees,3.1,3
CrimeCraft GangWars,3.1,2
Cherry Tree High Comedy Club,3.1,1
SC2VN - The eSports Visual Novel,3.1,1
BloodRayne Betrayal,3.1,1
Space Farmers,3.1,3
Rodina,3.1,1
Fire,3.1,1
ACE - Arena Cyber Evolution,3.1,1
Ragnarok,3.1,3
City Life 2008,3.1,1
Universe Sandbox ,3.1,6
Face Noir,3.1,1
Karate Master 2 Knock Down Blow,3.1,1
Aperture Tag The Paint Gun Testing Initiative,3.1,1
Anomaly Warzone Earth,3.0749999999999997,24
Ultratron,3.0666666666666664,3
PixelJunk Monsters Ultimate,3.0666666666666664,6
Cossacks II Battle for Europe,3.05,4
Terrorhedron,3.05,2
BlazBlue Calamity Trigger,3.05,2
Guncraft,3.05,4
Silent Hill Homecoming,3.04,5
Red Faction,3.04,5
Back to the Future Ep 2 - Get Tannen!,3.025,4
Lone Survivor The Director's Cut,3.025,4
Clickr,3.0,1
Frederic Evil Strikes Back,3.0,1
Strider,3.0,6
CivCity Rome,3.0,1
TRANSFORMERS Rise of the Dark Spark,3.0,1
Not The Robots,3.0,2
Obludia,3.0,1
Z,3.0,1
Eldevin,3.0,3
Reach for the Sun,3.0,1
Mortal Online,3.0,4
Final Dusk,3.0,1
Treeker The Lost Glasses,3.0,1
Dark Fall Lost Souls,3.0,1
Hunting Unlimited 2010,3.0,2
The Nightmare Cooperative,3.0,1
The Cat Lady,3.0,3
Jazzpunk,3.0,5
Sam & Max 101 Culture Shock,3.0,5
Warhammer Quest,3.0,1
Angry Video Game Nerd Adventures,3.0,6
Warhammer Online Age of Reckoning,3.0,1
The Path,3.0,4
Vintage Year,3.0,1
CAFE 0 ~The Drowned Mermaid~,3.0,1
Sam & Max 304 Beyond the Alley of the Dolls,3.0,1
Crystals of Time,3.0,1
MoW Face Off M,3.0,1
Big Money! Deluxe,3.0,1
500 Years Act 1,3.0,1
3DMark 11,3.0,1
Kyn,3.0,1
Lost Planet Extreme Condition - Colonies Edition,3.0,1
Pressure,3.0,1
Zeno Clash,2.9857142857142853,7
Thinking with Time Machine,2.983333333333334,6
Superbrothers Sword & Sworcery EP,2.966666666666667,6
War of the Human Tanks,2.95,2
Destination Sol,2.9333333333333336,3
Sonic CD,2.925,4
Kentucky Route Zero,2.925,4
DEFCON,2.9181818181818184,11
"Nancy Drew Lights, Camera, Curses!",2.9,1
BloodRayne 2,2.9,2
Blob From Space,2.9,2
Madballs in...Babo Invasion,2.9,5
Clash of Puppets,2.9,1
Sam & Max 303 They Stole Max's Brain!,2.9,1
Avadon 2 The Corruption,2.9,1
Heroes of SoulCraft,2.9,1
Quest of Dungeons,2.9,3
Children of the Nile Alexandria,2.9,1
MotoGP13,2.9,1
Akane the Kunoichi,2.9,1
Dream Of Mirror Online,2.9,1
Xeodrifter,2.9,1
Left in the Dark No One on Board,2.9,2
Dracula's Legacy,2.9,3
Splatter - Blood Red Edition,2.9,1
Deathmatch Classic,2.8833333333333333,6
Half-Life 2 Lost Coast,2.8564102564102565,39
Sun Blast,2.85,2
Paranormal State Poison Spring Collector's Edition,2.85,2
NotGTAV,2.85,2
Tiny Troopers,2.85,2
eden*,2.8499999999999996,2
Ravaged Zombie Apocalypse,2.8499999999999996,2
Artemis Spaceship Bridge Simulator,2.8333333333333335,3
Galcon 2,2.8333333333333335,3
RADical ROACH Deluxe Edition,2.8285714285714287,7
Tom Clancy's Splinter Cell,2.8000000000000003,2
The Fall,2.8,1
Legendary,2.8,2
Assault Android Cactus,2.8,1
Bermuda,2.8,1
Sam & Max 305 The City that Dares not Sleep,2.8,1
Kidnapped,2.8,1
Absolute Drift,2.8,2
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2.8,2
Crusader Kings Complete,2.8,2
FINAL FANTASY TYPE-0 HD,2.8,2
HeXen II,2.8,1
Dragon's Prophet (EU),2.8,1
Orbital Gear,2.8,1
Downwell,2.8,1
Carmageddon Max Pack,2.8,1
Jagged Alliance Online - Steam Edition,2.8,2
Residue Final Cut,2.8,1
Watchmen The End Is Nigh Part 2,2.8,1
Dementium II HD,2.8,1
Halfway,2.8,1
Titan Souls,2.8,2
Showtime!,2.8,1
Zombie Tycoon 2 Brainhov's Revenge,2.8,1
Sherlock Holmes and The Hound of The Baskervilles,2.8,1
The Cursed Crusade,2.8,1
Zero Gear,2.8,1
Shadowgrounds Survivor,2.7857142857142856,7
Anarchy Arcade,2.775,4
Back to the Future Ep 5 - OUTATIME,2.766666666666667,3
Doorways Prelude,2.766666666666667,3
Coffin Dodgers,2.766666666666667,3
Sam & Max 105 Reality 2.0,2.75,2
Steel Storm Burning Retribution,2.75,2
Kinetic Void,2.75,2
Tiny and Big Grandpa's Leftovers,2.75,8
Free to Play,2.7458333333333336,24
Chip,2.7399999999999998,5
Layers of Fear,2.733333333333333,3
SpellForce 2 Gold Edition,2.733333333333333,3
Deus Ex The Fall,2.733333333333333,3
Teleglitch Die More Edition,2.716666666666667,6
Back to the Future Ep 1 - It's About Time,2.7111111111111112,9
Deadly 30,2.7000000000000006,3
Space Channel 5 Part 2,2.7,1
Ghost Encounters Deadwood - Collector's Edition,2.7,1
Cities XL,2.7,2
NaissanceE,2.7,1
Forsaken Uprising,2.7,1
The Plan,2.7,1
Alex Hunter - Lord of the Mind,2.7,1
Retro-Pixel Castles,2.7,1
Strong Bad Episode 2 Strong Badia the Free,2.7,1
"Hack, Slash, Loot",2.7,1
Executive Assault,2.7,1
Angry Birds Space,2.7,1
Kill Fun Yeah,2.7,1
Riding Star,2.7,1
The Guild II - Pirates of the European Seas,2.7,1
N.P.P.D. RUSH - The milk of Ultra violet,2.7,1
PARTICLE MACE,2.7,1
Sugar Cube Bittersweet Factory,2.7,1
Escape Machines,2.7,1
Eryi's Action,2.7,1
1Quest,2.7,1
"I Have No Mouth, and I Must Scream",2.7,1
Back to the Future Ep 3 - Citizen Brown,2.7,4
Vanguard Princess,2.6999999999999997,3
The Ultimate DOOM,2.675,4
Dead Bits,2.664285714285714,14
sZone-Online,2.6571428571428575,14
Burn Zombie Burn,2.6500000000000004,2
Urban Trial Freestyle,2.65,4
LUFTRAUSERS,2.65,8
RPG Tycoon,2.65,2
Capsized,2.65,4
"Ben There, Dan That!",2.65,2
Arma Tactics,2.6333333333333333,3
Amazing World,2.625,4
Five Nights at Freddy's 4,2.625,4
TypeRider,2.625,4
Catmouth Island,2.6,1
Power-Up,2.6,1
Space Trader Merchant Marine,2.6,2
Galcon Legends,2.6,3
Doc Clock The Toasted Sandwich of Time,2.6,1
Uriel's Chasm,2.6,6
Loom,2.6,3
Black Fire,2.6,1
Miasmata,2.6,4
Grimind,2.6,1
Frontlines Fuel of War,2.6,1
Gunman Clive,2.6,1
Destiny Warriors,2.6,1
Make it indie!,2.6,1
Servo,2.6,1
Shadow Warrior Classic Redux,2.6,4
Reaper - Tale of a Pale Swordsman,2.6,1
Blood Omen 2 Legacy of Kain,2.6,1
Chris Sawyer's Locomotion,2.6,1
Offspring Fling!,2.6,3
Jets'n'Guns Gold,2.6,1
Air Conflicts - Secret Wars,2.6,1
Back to the Future Ep 4 - Double Visions,2.6,3
Battle Group 2,2.6,1
Dysfunctional Systems Learning to Manage Chaos,2.5999999999999996,2
DETOUR,2.5999999999999996,2
Pinball Arcade,2.5999999999999996,2
Heavy Fire Afghanistan,2.5999999999999996,2
Afterfall InSanity Extended Edition,2.5904761904761906,21
Talisman Prologue,2.5833333333333335,6
Defy Gravity,2.5818181818181816,11
Team Fortress Classic,2.58,5
Sine Mora,2.575,4
FaceRig,2.566666666666667,9
Particula,2.566666666666667,3
Flight Control HD,2.5666666666666664,3
Blockstorm,2.5666666666666664,3
Gone Home,2.5611111111111113,18
Cannon Brawl,2.55,2
Neverending Nightmares,2.55,2
Helicopter Simulator 2014 Search and Rescue,2.55,2
Stellar 2D,2.55,2
Racer 8,2.5444444444444443,9
New kind of adventure,2.533333333333333,3
Hacker Evolution - Untold,2.533333333333333,3
Jet Gunner,2.533333333333333,3
Edna & Harvey The Breakout,2.525,4
Disciples III Renaissance,2.525,4
Modular Combat,2.52,5
Spooky's House of Jump Scares,2.5125,8
Smooth Operators,2.5,1
Sam & Max 102 Situation Comedy,2.5,3
Kuros,2.5,1
Really Big Sky,2.5,11
Shiny The Firefly,2.5,1
Hell Yeah!,2.5,4
Spriter Pro,2.5,1
Joe Danger 2 The Movie,2.5,4
Rake,2.5,1
Star Trek,2.5,1
Nexus The Jupiter Incident,2.5,2
Dream,2.5,1
"Demolition, Inc.",2.5,1
Kairo,2.5,1
Sakura Angels,2.5,1
CameraBag 2,2.5,1
Depression Quest,2.5,2
BEEP,2.5,4
Dark Arcana The Carnival,2.5,1
City of Steam Arkadia,2.5,2
King's Bounty Crossworlds,2.5,1
Deadlings - Rotten Edition,2.5,2
Ancient Planet,2.5,1
Real Boxing,2.5,1
Nosferatu The Wrath of Malachi,2.4833333333333334,6
Sparkle 2 Evo,2.4799999999999995,5
Rise of the Triad,2.475,8
Aliens versus Predator Classic 2000,2.466666666666667,6
Nihilumbra,2.466666666666667,3
ONE PIECE PIRATE WARRIORS 3,2.45,2
Apotheon Arena,2.45,2
The Mean Greens - Plastic Warfare,2.45,2
Epigenesis,2.433333333333333,3
Electronic Super Joy,2.4200000000000004,5
Blood One Unit Whole Blood,2.4,1
Nail'd,2.4,1
PixelJunk Shooter Ultimate,2.4,1
Flesh Eaters,2.4,1
Fat Chicken,2.4,1
Fortix,2.4,1
Farming World,2.4,1
Spooky Cats,2.4,1
Frozen Hearth,2.4,5
X Beyond the Frontier,2.4,1
Conquest of Champions,2.4,1
Tkl Online,2.4,1
Vox,2.4,1
Else Heart.Break(),2.4,1
NightShift Code,2.4,1
Gurumin A Monstrous Adventure,2.4,1
Skara - The Blade Remains,2.4,2
Incredipede,2.4,1
Hector Ep 1,2.4,2
Duck Dynasty,2.4,1
Only If,2.3777777777777778,9
Super Crate Box,2.3714285714285714,21
Sonic Adventure DX,2.35,2
Break Into Zatwor,2.35,2
Caster,2.3444444444444446,9
Cargo Commander,2.3333333333333335,3
Ziggurat,2.3333333333333335,3
Bloody Trapland,2.3333333333333335,6
Morphopolis,2.325,4
Containment The Zombie Puzzler,2.3,1
Cosmic DJ,2.3,1
YOU DON'T KNOW JACK,2.3,1
Towtruck Simulator 2015,2.3,1
Boo Bunny Plague,2.3,1
Submerged,2.3,1
H1Z1 Test Server,2.3,2
Fester Mudd Curse of the Gold - Episode 1,2.3,1
Ikaruga,2.3,1
Sphere III Enchanted World,2.3,2
Star Trek D-A-C,2.3,1
Deathtrap,2.3,1
Moonrise,2.3,1
Riven,2.3,1
Guns'N'Zombies,2.3,1
Echoes+,2.3,2
Strike Suit Zero Director's Cut,2.3,1
DarkEnd,2.3,1
Kohan II Kings of War,2.3,1
Velvet Sundown,2.2857142857142856,7
Among the Sleep,2.275,4
Lords of the Black Sun,2.266666666666667,3
Commander Keen Complete Pack,2.2666666666666666,3
Survivor Squad,2.2666666666666666,3
Eternal Fate,2.2666666666666666,3
Hospital Tycoon,2.2666666666666666,3
Blender 2.76b,2.2600000000000002,5
The Ship Single Player,2.2555555555555555,9
Zombie Zoeds,2.25,2
Toy Soldiers War Chest,2.25,2
Commando Jack,2.25,2
Indiana Jones and the Last Crusade,2.25,4
How To Survive Third Person,2.25,2
Anomaly 2,2.2333333333333334,3
Bridge Project,2.2249999999999996,4
The Culling Of The Cows,2.223076923076923,13
Choice of the Deathless,2.2,1
Draw a Stickman EPIC,2.2,1
Shark Attack Deathmatch 2,2.2,1
NASCAR The Game 2013,2.2,1
rFactor,2.2,1
Fairy Tale Mysteries The Puppet Thief Collector's Edition,2.2,1
Lumines,2.2,1
Mabinogi,2.2,1
Wings! Remastered Edition,2.2,2
Millennium - A New Hope,2.2,1
Arma 2 Free,2.2,1
Tinboy,2.2,1
Jack Keane,2.2,1
SAMURAI WARRIORS 4-II,2.2,1
SpellForce 2 - Demons of the Past,2.2,1
Tomb Raider The Last Revelation,2.2,2
Silverfall,2.2,1
Sakura Swim Club,2.2,1
Beware Planet Earth,2.2,1
Zombie Driver,2.2,5
Murder Miners,2.1999999999999997,3
Half-Life Deathmatch Source,2.1999999999999997,3
Gun Monkeys,2.1636363636363636,11
Strike Vector,2.16,5
Intergalactic Bubbles,2.1500000000000004,2
Jamestown,2.15,10
RWBY Grimm Eclipse,2.15,2
Sword of the Stars II Enhanced Edition,2.15,2
Syder Arcade,2.15,2
Wickland,2.15,2
Dear Esther,2.1399999999999997,10
Landmark,2.1333333333333333,3
Solstice Arena,2.125,4
Gunscape,2.1,1
Rise of Flight United,2.1,2
Simply Chess,2.1,1
Lovely Planet,2.1,1
Anomaly Warzone Earth Mobile Campaign,2.1,1
Circuits,2.1,1
Tom Clancy's EndWar,2.1,2
Choice of Robots,2.1,1
Light,2.1,1
Microsoft Flight,2.1,1
Gish,2.1,5
Gods Will Be Watching,2.1,1
Golden Rush,2.1,1
Toybox Turbos,2.1,1
Legend of Mysteria,2.1,2
Pineview Drive,2.1,1
The Settlers Online,2.1,1
The Whispered World Special Edition,2.1,1
Post Mortem,2.1,1
World of Zoo,2.1,1
A Walk in the Dark,2.1,1
Paint the Town Red,2.1,1
Dodge,2.1,1
The Marvellous Miss Take,2.1,1
Puddle,2.1,1
Day One Garry's Incident,2.1,2
Mini Motor Racing EVO,2.1,1
60 Seconds!,2.075,4
Wizorb,2.033333333333333,3
Mechanic Escape,2.033333333333333,6
Prime World,2.025,4
Gold Rush! Classic,2.0,1
Foul Play,2.0,2
The Next BIG Thing,2.0,1
Fritz Chess 14,2.0,1
Yury,2.0,1
Of Guards And Thieves,2.0,2
Joe Danger,2.0,2
Bejeweled 2 Deluxe,2.0,1
Requiem,2.0,2
Achron,2.0,1
Cortex Command,2.0,1
GestureWorks Gameplay,2.0,1
The Beginner's Guide,2.0,4
Cobi Treasure Deluxe,2.0,1
Dogs of War Online - Beta,2.0,2
MoW Face Off XL,2.0,1
Midnight Mysteries Salem Witch Trials,2.0,2
Resident Evil Operation Raccoon City,2.0,3
Theme Park Studio,2.0,1
Hook,2.0,1
Next Car Game Sneak Peek 2.0,1.9749999999999999,4
Another World,1.9666666666666668,3
Tomb Raider II,1.9666666666666668,3
Titan Attacks,1.9600000000000002,5
Home,1.9571428571428573,7
Collapse,1.9500000000000002,2
8BitMMO,1.95,2
The Misadventures of P.B. Winterbottom,1.95,2
Eternal Silence,1.9333333333333333,3
Close Your Eyes,1.9000000000000001,2
OTTTD,1.9,2
Khet 2.0,1.9,1
Space Empires V,1.9,1
Defend Your Life,1.9,2
DRAKERZ-Confrontation,1.9,1
Pixel Puzzles UndeadZ,1.9,1
ZOMBI,1.9,1
Bunch Of Heroes,1.9,2
Retention,1.9,2
Arms Dealer,1.9,1
Talismania Deluxe,1.9,1
Dynomite! Deluxe,1.9,1
The Void,1.9,1
Kingdom Wars 2 Battles,1.9,1
Ampu-Tea,1.9,1
Spoiler Alert,1.9,1
Marlow Briggs,1.9,1
Ballpoint Universe Infinite,1.9,1
VoidExpanse,1.9,1
SCHAR Blue Shield Alliance,1.9,1
Draconian Wars,1.9,1
Floating Point,1.8666666666666665,3
PixelJunk Eden,1.8666666666666665,3
Tom Clancy's Splinter Cell Chaos Theory,1.85,4
Trapped Dead,1.85,2
Might & Magic Heroes Online,1.85,2
Crazy Machines,1.85,2
rFactor 2,1.8,1
Rigonauts,1.8,1
Wasteland 2 Director's Cut,1.8,1
Parkan 2,1.8,1
Haunted Memories,1.8,1
Hero Academy,1.8,1
Signal Ops,1.8,1
Wildlife Park 2 - Dino World,1.8,1
Saints Row IV Inauguration Station,1.8,3
Real World Racing,1.8,1
World of Soccer online,1.8,1
Worms Crazy Golf,1.8,1
Pacific Storm,1.8,1
Pool Nation FX,1.8,1
Black Sails,1.8,1
Night Mysteries The Amphora Prisoner,1.8,1
Light of Altair,1.8,1
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,1.8,3
Year Walk,1.8,3
Viking Brothers,1.8,1
Ninja Reflex Steamworks Edition,1.8,1
Blaster Shooter GunGuy!,1.8,3
Genesis Online,1.8,1
Face of Mankind,1.8,3
Dragon Age Origins Character Creator,1.8,1
Drakensang The River of Time,1.8,1
TRAUMA,1.8,1
Chessmaster,1.8,1
Tetrobot and Co.,1.8,1
The Sun at Night,1.8,1
Droplitz,1.8,1
Flashback,1.8,1
Detective Grimoire,1.8,1
Bridge It (plus),1.8,1
SuperPower 2 Steam Edition,1.8,1
Arma 2 Private Military Company,1.7999999999999998,2
Copa Petrobras de Marcas,1.7999999999999998,2
Prince of Persia,1.7666666666666666,3
Demonicon,1.75,2
"Sam & Max 103 The Mole, the Mob and the Meatball",1.75,2
No Time to Explain,1.75,2
Penumbra Requiem,1.75,2
Kung Fu Strike The Warrior's Rise,1.75,2
Steam Marines,1.75,2
Dead Horde,1.75,2
Missing Translation,1.7333333333333334,3
Prison Tycoon 3 Lockdown,1.7,1
Song of the Myrne What Lies Beneath,1.7,1
T.E.C. 3001,1.7,1
Stick RPG 2,1.7,1
Cannons Lasers Rockets,1.7,1
Tower of Guns,1.7,2
Saw,1.7,1
ComaMortuary,1.7,1
Adventures of Bertram Fiddle Episode 1 A Dreadly Business,1.7,1
Proteus,1.7,1
Retro/Grade,1.7,1
Tomb Raider Chronicles,1.7,1
ROCKETSROCKETSROCKETS,1.7,1
Stonerid,1.7,1
Royal Defense,1.7,1
Curse of Mermos,1.7,1
Max The Curse of Brotherhood,1.7,1
C9,1.7,1
Zuma's Revenge! - Adventure,1.7,1
Sigils of Elohim,1.7,1
Gothic,1.7,1
Planet of the Eyes,1.7,1
Bridge Constructor Medieval,1.7,1
Hardland,1.7,1
Teslagrad,1.6666666666666667,3
A Bird Story,1.657142857142857,7
Dwarfs!?,1.6500000000000001,4
Battle for Graxia,1.65,2
Frozen Synapse Prime,1.65,2
Emily is Away,1.6333333333333335,6
TrackMania Canyon,1.6333333333333335,3
You Have to Win the Game,1.6142857142857143,7
Secret Ponchos,1.6,1
The Whispered World,1.6,2
fault milestone two sideabove,1.6,1
Kung Fury,1.6,1
"Please, Dont Touch Anything",1.6,1
Back to Bed,1.6,1
Guilty Gear Isuka,1.6,1
Nancy Drew The Creature of Kapu Cave,1.6,1
Foosball - Street Edition,1.6,1
AirBuccaneers,1.6,2
Drunken Robot Pornography,1.6,1
Great Permutator,1.6,1
Horizon Shift,1.6,1
Paper Sorcerer,1.6,1
Korwin The Game,1.6,1
CreaVures,1.6,1
Thunder Wolves,1.6,1
EverQuest Free-to-Play,1.6,2
Jagged Alliance 2 Gold Pack,1.6,1
Glowfish,1.6,1
STAR WARS X-Wing Alliance,1.6,1
Dracula Origin,1.6,1
Just Get Through,1.6,1
Septerra Core,1.6,1
Gomo,1.6,2
Reversion - The Escape,1.5666666666666667,3
Rush Bros,1.56,5
Shadows of War,1.55,2
Serena,1.5333333333333332,3
Call of Tomsk-7,1.5,1
Final Exam,1.5,2
Mr. Bree+,1.5,1
Albino Lullaby Episode 1,1.5,1
Shower With Your Dad Simulator 2015 Do You Still Shower With Your Dad,1.5,1
Fiends of Imprisonment,1.5,1
Beyond Eyes,1.5,1
Heretic Shadow of the Serpent Riders,1.5,2
Crusaders Thy Kingdom Come,1.5,1
Confrontation,1.5,1
Demise of Nations Rome,1.5,1
Special Forces Team X,1.5,1
Rogue Warrior,1.5,1
Neighbours from Hell,1.5,1
Battle Brothers,1.5,1
NightSky,1.5,1
Void Destroyer,1.5,2
Super House of Dead Ninjas,1.5,1
Viscera Cleanup Detail Shadow Warrior,1.5,2
The Deer,1.5,1
Noir Syndrome,1.5,1
Taxi,1.5,1
Ubersoldier II,1.5,1
NBA 2K12,1.5,1
Tradewinds Caravans,1.5,1
Codename Gordon,1.5,1
Droid Assault,1.5,1
Street Racing Syndicate,1.5,2
140,1.475,4
Thief Gold,1.4500000000000002,2
Patrician III,1.45,2
The Forgotten Ones,1.4,1
Dysan the Shapeshifter,1.4,1
Wizardry 8,1.4,1
Puzzle Quest 2,1.4,1
Deepworld,1.4,1
Nimbus,1.4,1
DogFighter,1.4,1
The Chaos Engine,1.4,1
Crayon Physics Deluxe,1.4,1
Disney Infinity 3.0 Play Without Limits,1.4,1
Rhythm Destruction,1.4,1
Solar Flux,1.4,2
Little Farm,1.4,1
Voices from the Sea,1.4,1
RollerCoaster Tycoon,1.4,1
Lucid,1.4,1
Blacklight Tango Down,1.4,1
Beast Boxing Turbo,1.4,1
Splice,1.4,1
Ice Age Continental Drift Arctic Games,1.4,1
Card City Nights,1.4,2
Impossible Creatures,1.4,2
Magnetic By Nature,1.4,1
KWAAN,1.4,1
A Valley Without Wind,1.35,4
Final DOOM,1.35,2
Dead Pixels,1.35,2
Runespell Overture,1.3,1
Rustbucket Rumble,1.3,1
Actual Sunlight,1.3,1
X-Tension,1.3,1
WARP,1.3,2
KHOLAT,1.3,1
Quantum Rush Online,1.3,1
Space Ace,1.3,1
Foreign Legion Multi Massacre,1.3,1
Putt-Putt Travels Through Time,1.3,1
Putt-Putt Joins the Circus,1.3,1
VelocityUltra,1.3,1
Ittle Dew,1.3,1
Dragon's Lair 2 Time Warp,1.3,1
Post Master ,1.3,1
FIST OF AWESOME,1.3,1
The Inner World,1.3,1
Booster Trooper,1.3,1
Haunt the House Terrortown,1.3,1
Metrocide,1.3,1
Theatre of War 2 Africa 1943,1.3,1
404Sight,1.3,1
Strife Veteran Edition,1.3,1
Among Ripples,1.3,1
Shadow of Kingdoms,1.3,1
The Club,1.3,1
The Secret of Tremendous Corporation,1.3,1
Wizardry Online,1.3,1
ArchonClassic,1.3,1
Castle,1.3,1
Oscura Lost Light,1.3,1
Gigantic Army,1.25,2
Weapons Genius,1.25,2
Secrets of Rtikon,1.2000000000000002,2
Cards and Castles,1.2,1
Bionic Commando,1.2,1
realMyst,1.2,1
I-Fluid,1.2,1
Shadow Warrior Classic (1997),1.2,1
Shadowgate MacVenture Series,1.2,1
A Golden Wake,1.2,1
Over the Dream,1.2,1
Oddworld Munch's Oddysee,1.2,1
Delver,1.2,1
Iron Warriors T-72 Tank Command,1.2,1
Max and the Magic Marker,1.2,1
SONIC THE HEDGEHOG 4 Episode I,1.2,1
Meridian New World,1.2,1
FATE Undiscovered Realms,1.2,1
Realms of Arkania 3 - Shadows over Riva Classic,1.2,1
Motorbike,1.2,1
Lost Lands A Hidden Object Adventure,1.2,1
Claire,1.2,1
Constant C,1.2,1
Lords of Magic Special Edition,1.2,1
Red Bull X-Fighters,1.2,1
Lightfish,1.2,1
Mystery of Neuschwanstein,1.2,1
Aveyond 3-1 Lord of Twilight,1.2,1
Star Crusade CCG,1.2,1
Super Game Jam,1.2,1
NiGHTS into Dreams...,1.2,1
Controller Companion,1.2,1
Spermination,1.2,1
Superfrog HD,1.15,2
Lume,1.15,2
